timestamp,device_id,data_category,min_value,avg_value,max_value
1774969920,565,14221,12.37,12.755,13.46
1774969920,565,14215,0,0,0
1774969920,565,14211,1,1,1
1774969980,565,14223,67.54,67.8125,68.46
1774969980,565,14221,11.74,12.2175,12.96
1774969980,565,14215,0,0,0
1774969980,565,14211,1,1,1
1774970040,565,14223,67.84,68.15,68.46
1774970040,565,14221,12.62,13.2675,14.53
1774970040,565,14215,0,0,0
1774970040,565,14211,1,1,1
1774970100,565,14223,68.04,68.17,68.26
1774970100,565,14221,12.14,12.4725,13.12
1774970100,565,14215,0,0,0
1774970100,565,14211,1,1,1
1774970160,565,14223,67.73,68.0925,68.26
1774970160,565,14221,11.79,13.4425,15.85
1774970160,565,14215,0,0,0
1774970160,565,14211,1,1,1
1774970220,565,14223,67.17,67.8075,68.02
1774970220,565,14221,13.18,13.2625,13.51
1774970220,565,14215,0,0,0
1774970220,565,14211,1,1,1
1774970280,565,14223,67.04,67.6867,68.01
1774970280,565,14221,13.04,13.34,13.49
1774970280,565,14215,0,0,0
1774970280,565,14211,1,1,1
1774970340,565,14223,68.01,68.535,68.71
1774970340,565,14221,13.49,13.49,13.49
1774970340,565,14215,0,0,0
1774970340,565,14211,1,1,1
1774970400,565,14223,67.1,67.9225,68.71
1774970400,565,14221,14.48,15.315,16.23
1774970400,565,14215,0,0,0
1774970400,565,14211,1,1,1
1774970460,565,14223,68.71,68.71,68.71
1774970460,565,14221,14.48,14.48,14.48
1774970460,565,14215,0,0,0
1774970460,565,14211,1,1,1
1774970520,565,14223,69.73,70.4225,71.02
1774970520,565,14221,14.05,14.7625,15.69
1774970520,565,14215,0,0,0
1774970520,565,14211,1,1,1
1774970580,565,14223,71.01,71.01,71.01
1774970580,565,14221,15.14,15.14,15.14
1774970580,565,14215,0,0,0
1774970580,565,14211,1,1,1
1774970640,565,14223,71.01,71.01,71.01
1774970640,565,14221,15.14,15.14,15.14
1774970640,565,14215,0,0,0
1774970640,565,14211,1,1,1
1774970700,565,14223,71.01,71.01,71.01
1774970700,565,14221,15.14,15.14,15.14
1774970700,565,14215,0,0,0
1774970700,565,14211,1,1,1
1774970760,565,14223,70.68,70.845,71.01
1774970760,565,14221,12.84,13.99,15.14
1774970760,565,14215,0,0,0
1774970760,565,14211,1,1,1
1774970820,565,14223,70.68,71.3075,72.22
1774970820,565,14221,12.84,14.94,18.11
1774970820,565,14215,0,0,0
1774970820,565,14211,1,1,1
1774970880,565,14223,70.93,70.93,70.93
1774970880,565,14221,13.9,13.9,13.9
1774970880,565,14215,0,0,0
1774970880,565,14211,1,1,1
1774970940,565,14223,0,0,0
1774970940,565,14221,0,0,0
1774970940,565,14215,0,0,0
1774970940,565,14211,1,1,1
1774971000,565,14223,70.93,73.96,75.36
1774971000,565,14221,14.98,17.58,19.12
1774971000,565,14215,0,0,0
1774971000,565,14211,1,1,1
1774971060,565,14223,75.36,75.36,75.36
1774971060,565,14221,19.12,19.12,19.12
1774971060,565,14215,0,0,0
1774971060,565,14211,1,1,1
1774971120,565,14223,75.34,75.34,75.34
1774971120,565,14221,19.12,19.12,19.12
1774971120,565,14215,0,0,0
1774971120,565,14211,1,1,1
1774971180,565,14223,67.41,71.77,76.44
1774971180,565,14221,11.44,14.455,20.11
1774971180,565,14215,0,0,0
1774971180,565,14211,1,1,1
1774971240,565,14223,67.83,71.615,75.4
1774971240,565,14221,12.16,13.26,16.21
1774971240,565,14215,0,0,0
1774971240,565,14211,1,1,1
1774971300,565,14223,68.25,69.41,72.89
1774971300,565,14221,16.35,18.435,19.77
1774971300,565,14215,0,0,0
1774971300,565,14211,1,1,1
1774971360,565,14223,72.82,72.8667,72.89
1774971360,565,14221,17.41,18.41,18.91
1774971360,565,14215,0,0,0
1774971360,565,14211,1,1,1
1774971420,565,14223,72.32,72.6025,72.82
1774971420,565,14221,10.87,14.3825,17.41
1774971420,565,14215,0,0,0
1774971420,565,14211,1,1,1
1774971480,565,14223,68.72,71.5175,72.45
1774971480,565,14221,10.96,11.3725,11.51
1774971480,565,14215,0,0,0
1774971480,565,14211,1,1,1
1774971540,565,14223,68.87,69.1775,69.31
1774971540,565,14221,10.75,11.7925,12.65
1774971540,565,14215,0,0,0
1774971540,565,14211,1,1,1
1774971600,565,14223,70.93,71.0425,71.38
1774971600,565,14221,10.19,11.0675,13.7
1774971600,565,14215,0,0,0
1774971600,565,14211,1,1,1
1774971660,565,14223,68.11,68.3175,68.94
1774971660,565,14221,14.15,16.1175,18.29
1774971660,565,14215,0,0,0
1774971660,565,14211,1,1,1
1774971720,565,14223,0,0,0
1774971720,565,14221,0,0,0
1774971720,565,14215,0,0,0
1774971720,565,14211,1,1,1
1774971780,565,14223,70.56,71.4125,72.6
1774971780,565,14221,11.6,14.0375,17.4
1774971780,565,14215,0,0,0
1774971780,565,14211,1,1,1
1774971840,565,14223,73.69,73.9775,74.23
1774971840,565,14221,9.89,12.2675,14.31
1774971840,565,14215,0,0,0
1774971840,565,14211,1,1,1
1774971900,565,14223,72.15,72.99,74.14
1774971900,565,14221,13.08,14.22,15.46
1774971900,565,14215,0,0,0
1774971900,565,14211,1,1,1
1774971960,565,14223,72.15,72.15,72.15
1774971960,565,14221,14.12,14.12,14.12
1774971960,565,14215,0,0,0
1774971960,565,14211,1,1,1
1774972020,565,14223,0,0,0
1774972020,565,14221,0,0,0
1774972020,565,14215,0,0,0
1774972020,565,14211,1,1,1
1774972080,565,14223,71.96,71.96,71.96
1774972080,565,14221,14.11,14.11,14.11
1774972080,565,14215,0,0,0
1774972080,565,14211,1,1,1
1774972140,565,14223,71.96,71.96,71.96
1774972140,565,14221,14.11,14.25,14.67
1774972140,565,14215,0,0,0
1774972140,565,14211,1,1,1
1774972200,565,14223,71.96,71.96,71.96
1774972200,565,14221,14.67,14.67,14.67
1774972200,565,14215,0,0,0
1774972200,565,14211,1,1,1
1774972260,565,14223,71.96,71.96,71.96
1774972260,565,14221,14.67,14.67,14.67
1774972260,565,14215,0,0,0
1774972260,565,14211,1,1,1
1774972320,565,14223,71.74,71.905,71.96
1774972320,565,14221,14.67,15.27,17.07
1774972320,565,14215,0,0,0
1774972320,565,14211,1,1,1
1774972380,565,14223,71.74,71.74,71.74
1774972380,565,14221,17.07,17.07,17.07
1774972380,565,14215,0,0,0
1774972380,565,14211,1,1,1
1774972440,565,14223,71.37,71.37,71.37
1774972440,565,14221,16.1,16.1,16.1
1774972440,565,14215,0,0,0
1774972440,565,14211,1,1,1
1774972500,565,14223,71.37,71.37,71.37
1774972500,565,14221,16.1,16.1,16.1
1774972500,565,14215,0,0,0
1774972500,565,14211,1,1,1
1774972560,565,14223,71.37,71.37,71.37
1774972560,565,14221,16.1,16.1,16.1
1774972560,565,14215,0,0,0
1774972560,565,14211,1,1,1
1774972620,565,14223,71.37,71.37,71.37
1774972620,565,14221,16.1,16.1,16.1
1774972620,565,14215,0,0,0
1774972620,565,14211,1,1,1
1774972680,565,14223,72.38,72.38,72.38
1774972680,565,14221,15.46,15.46,15.46
1774972680,565,14215,0,0,0
1774972680,565,14211,1,1,1
1774972740,565,14223,72.63,72.63,72.63
1774972740,565,14221,15.46,15.46,15.46
1774972740,565,14215,0,0,0
1774972740,565,14211,1,1,1
1774972800,565,14223,67.72,70.798,73
1774972800,565,14221,15.46,16.118,17.18
1774972800,565,14215,0,0,0
1774972800,565,14211,1,1,1
1774972860,565,14223,0,0,0
1774972860,565,14221,0,0,0
1774972860,565,14215,0,0,0
1774972860,565,14211,1,1,1
1774972920,565,14223,72.92,72.92,72.92
1774972920,565,14221,15.8,15.8,15.8
1774972920,565,14215,0,0,0
1774972920,565,14211,1,1,1
1774972980,565,14223,72.38,72.515,72.92
1774972980,565,14221,15.52,15.59,15.8
1774972980,565,14215,0,0,0
1774972980,565,14211,1,1,1
1774973040,565,14223,72.38,72.38,72.38
1774973040,565,14221,15.52,15.52,15.52
1774973040,565,14215,0,0,0
1774973040,565,14211,1,1,1
1774973100,565,14223,72.38,72.38,72.38
1774973100,565,14221,15.52,15.52,15.52
1774973100,565,14215,0,0,0
1774973100,565,14211,1,1,1
1774973160,565,14223,72.38,72.38,72.38
1774973160,565,14221,15.52,15.52,15.52
1774973160,565,14215,0,0,0
1774973160,565,14211,1,1,1
1774973220,565,14223,0,0,0
1774973220,565,14221,0,0,0
1774973220,565,14215,0,0,0
1774973220,565,14211,1,1,1
1774973280,565,14223,72.29,72.6175,72.79
1774973280,565,14221,13.55,15.55,19.04
1774973280,565,14215,0,0,0
1774973280,565,14211,1,1,1
1774973340,565,14223,67.42,67.51,67.72
1774973340,565,14221,15.61,17.355,19.2
1774973340,565,14215,0,0,0
1774973340,565,14211,1,1,1
1774973400,565,14223,67.48,67.48,67.48
1774973400,565,14221,13.91,15.9575,17.35
1774973400,565,14215,0,0,0
1774973400,565,14211,1,1,1
1774973460,565,14223,73.01,73.17,73.49
1774973460,565,14221,15.15,16.29,18.57
1774973460,565,14215,0,0,0
1774973460,565,14211,1,1,1
1774973520,565,14223,73.01,73.01,73.01
1774973520,565,14221,15.15,15.15,15.15
1774973520,565,14215,0,0,0
1774973520,565,14211,1,1,1
1774973580,565,14223,73.01,73.91,74.81
1774973580,565,14221,13.75,14.6625,15.15
1774973580,565,14215,0,0,0
1774973580,565,14211,1,1,1
1774973640,565,14223,74.17,74.86,75.65
1774973640,565,14221,13.19,13.795,14.49
1774973640,565,14215,0,0,0
1774973640,565,14211,1,1,1
1774973700,565,14223,74.98,75.78,77.54
1774973700,565,14221,14.86,16.4175,17.42
1774973700,565,14215,0,0,0
1774973700,565,14211,1,1,1
1774973760,565,14223,76.59,76.94,77.22
1774973760,565,14221,13.34,15.3925,17.42
1774973760,565,14215,0,0,0
1774973760,565,14211,1,1,1
1774973820,565,14223,75.54,75.9067,76.64
1774973820,565,14221,16.24,16.9067,17.24
1774973820,565,14215,0,0,0
1774973820,565,14211,1,1,1
1774973880,565,14223,75.54,76.1175,76.65
1774973880,565,14221,14.55,15.62,17.24
1774973880,565,14215,0,0,0
1774973880,565,14211,1,1,1
1774973940,565,14223,76.74,76.85,77.18
1774973940,565,14221,14.81,14.9225,15.26
1774973940,565,14215,0,0,0
1774973940,565,14211,1,1,1
1774974000,565,14223,76.75,76.8967,77.19
1774974000,565,14221,17.29,17.3833,17.43
1774974000,565,14215,0,0,0
1774974000,565,14211,1,1,1
1774974060,565,14223,76.75,76.75,76.75
1774974060,565,14221,17.43,17.43,17.43
1774974060,565,14215,0,0,0
1774974060,565,14211,1,1,1
1774974120,565,14223,76.8,77.505,77.74
1774974120,565,14221,17.27,17.345,17.42
1774974120,565,14215,0,0,0
1774974120,565,14211,1,1,1
1774974180,565,14223,76.12,76.3125,76.89
1774974180,565,14221,16.42,17.3,19.94
1774974180,565,14215,0,0,0
1774974180,565,14211,1,1,1
1774974240,565,14223,78.29,78.29,78.29
1774974240,565,14221,18,18,18
1774974240,565,14215,0,0,0
1774974240,565,14211,1,1,1
1774974300,565,14223,78.29,78.29,78.29
1774974300,565,14221,18,18,18
1774974300,565,14215,0,0,0
1774974300,565,14211,1,1,1
1774974360,565,14223,78.29,78.29,78.29
1774974360,565,14221,18,18.16,18.64
1774974360,565,14215,0,0,0
1774974360,565,14211,1,1,1
1774974420,565,14223,77.6,77.6,77.6
1774974420,565,14221,19.11,19.3475,20.06
1774974420,565,14215,0,0,0
1774974420,565,14211,1,1,1
1774974480,565,14223,67.39,67.435,67.48
1774974480,565,14221,16.04,17.765,21.43
1774974480,565,14215,0,0,0
1774974480,565,14211,1,1,1
1774974540,565,14223,67.39,70.1575,78.46
1774974540,565,14221,11.71,15.8875,18.59
1774974540,565,14215,0,0,0
1774974540,565,14211,1,1,1
1774974600,565,14223,76.66,77.0067,77.7
1774974600,565,14221,14.72,16.25,19.31
1774974600,565,14215,0,0,0
1774974600,565,14211,1,1,1
1774974660,565,14223,76.66,76.66,76.66
1774974660,565,14221,14.72,14.72,14.72
1774974660,565,14215,0,0,0
1774974660,565,14211,1,1,1
1774974720,565,14223,76.66,76.7175,76.89
1774974720,565,14221,14.72,15.0775,16.15
1774974720,565,14215,0,0,0
1774974720,565,14211,1,1,1
1774974780,565,14223,74.73,75.8175,76.18
1774974780,565,14221,17.94,18.19,18.94
1774974780,565,14215,0,0,0
1774974780,565,14211,1,1,1
1774974840,565,14223,67.39,67.39,67.39
1774974840,565,14221,15.84,18.17,21.18
1774974840,565,14215,0,0,0
1774974840,565,14211,1,1,1
1774974900,565,14223,66.89,72.1925,73.96
1774974900,565,14221,13.99,13.99,13.99
1774974900,565,14215,0,0,0
1774974900,565,14211,1,1,1
1774974960,565,14223,73.96,73.96,73.96
1774974960,565,14221,13.99,13.99,13.99
1774974960,565,14215,0,0,0
1774974960,565,14211,1,1,1
1774975020,565,14223,73.96,73.96,73.96
1774975020,565,14221,13.99,13.99,13.99
1774975020,565,14215,0,0,0
1774975020,565,14211,1,1,1
1774975080,565,14223,73.96,73.96,73.96
1774975080,565,14221,13.99,13.99,13.99
1774975080,565,14215,0,0,0
1774975080,565,14211,1,1,1
1774975140,565,14223,73.96,73.96,73.96
1774975140,565,14221,13.99,13.99,13.99
1774975140,565,14215,0,0,0
1774975140,565,14211,1,1,1
1774975200,565,14223,73.96,73.96,73.96
1774975200,565,14221,13.99,13.99,13.99
1774975200,565,14215,0,0,0
1774975200,565,14211,1,1,1
1774975260,565,14223,73.96,73.96,73.96
1774975260,565,14221,13.99,13.99,13.99
1774975260,565,14215,0,0,0
1774975260,565,14211,1,1,1
1774975320,565,14223,73.96,73.96,73.96
1774975320,565,14221,13.99,13.99,13.99
1774975320,565,14215,0,0,0
1774975320,565,14211,1,1,1
1774975380,565,14223,73.96,73.96,73.96
1774975380,565,14221,12.87,12.87,12.87
1774975380,565,14215,0,0,0
1774975380,565,14211,1,1,1
1774975440,565,14223,0,0,0
1774975440,565,14221,0,0,0
1774975440,565,14215,0,0,0
1774975440,565,14211,1,1,1
1774975500,565,14223,73.89,73.89,73.89
1774975500,565,14221,14.11,14.11,14.11
1774975500,565,14215,0,0,0
1774975500,565,14211,1,1,1
1774975560,565,14223,73.13,73.51,73.89
1774975560,565,14221,15.26,16.685,18.11
1774975560,565,14215,0,0,0
1774975560,565,14211,1,1,1
1774975620,565,14223,73.13,73.13,73.13
1774975620,565,14221,18.11,18.11,18.11
1774975620,565,14215,0,0,0
1774975620,565,14211,1,1,1
1774975680,565,14223,72.69,72.8,73.13
1774975680,565,14221,15.11,16.1925,19.44
1774975680,565,14215,0,0,0
1774975680,565,14211,1,1,1
1774975740,565,14223,72.52,72.52,72.52
1774975740,565,14221,15.17,15.17,15.17
1774975740,565,14215,0,0,0
1774975740,565,14211,1,1,1
1774975800,565,14223,72.52,72.52,72.52
1774975800,565,14221,15.17,15.6575,17.12
1774975800,565,14215,0,0,0
1774975800,565,14211,1,1,1
1774975860,565,14223,65.42,68.9,72.21
1774975860,565,14221,16.23,17.9825,20.11
1774975860,565,14215,0,0,0
1774975860,565,14211,1,1,1
1774975920,565,14223,63.96,64.5125,65.02
1774975920,565,14221,12.48,14.8675,16.32
1774975920,565,14215,0,0,0
1774975920,565,14211,1,1,1
1774975980,565,14223,63.68,66.005,72.7
1774975980,565,14221,15.62,18.515,20.7
1774975980,565,14215,0,0,0
1774975980,565,14211,1,1,1
1774976040,565,14223,72.47,72.6233,72.7
1774976040,565,14221,17.97,19.79,20.7
1774976040,565,14215,0,0,0
1774976040,565,14211,1,1,1
1774976100,565,14223,72.47,72.47,72.47
1774976100,565,14221,17.97,17.97,17.97
1774976100,565,14215,0,0,0
1774976100,565,14211,1,1,1
1774976160,565,14223,63.55,65.5975,71.47
1774976160,565,14221,15.72,18.25,19.65
1774976160,565,14215,0,0,0
1774976160,565,14211,1,1,1
1774976220,565,14223,71.47,71.47,71.47
1774976220,565,14221,19.65,19.65,19.65
1774976220,565,14215,0,0,0
1774976220,565,14211,1,1,1
1774976280,565,14223,71.47,71.47,71.47
1774976280,565,14221,19.65,19.65,19.65
1774976280,565,14215,0,0,0
1774976280,565,14211,1,1,1
1774976340,565,14223,0,0,0
1774976340,565,14221,0,0,0
1774976340,565,14215,0,0,0
1774976340,565,14211,1,1,1
1774976400,565,14223,63.69,69.26,71.47
1774976400,565,14221,16.34,18.775,19.65
1774976400,565,14215,0,0,0
1774976400,565,14211,1,1,1
1774976460,565,14223,64.02,67.585,71.15
1774976460,565,14221,16.5,17.465,18.93
1774976460,565,14215,0,0,0
1774976460,565,14211,1,1,1
1774976520,565,14223,70.49,70.655,71.15
1774976520,565,14221,16.39,16.4175,16.5
1774976520,565,14215,0,0,0
1774976520,565,14211,1,1,1
1774976580,565,14223,69.82,69.82,69.82
1774976580,565,14221,16.99,16.99,16.99
1774976580,565,14215,0,0,0
1774976580,565,14211,1,1,1
1774976640,565,14223,64.02,66.92,69.82
1774976640,565,14221,16.53,17.005,17.51
1774976640,565,14215,0,0,0
1774976640,565,14211,1,1,1
1774976700,565,14223,69.63,69.63,69.63
1774976700,565,14221,18.4,18.4,18.4
1774976700,565,14215,0,0,0
1774976700,565,14211,1,1,1
1774976760,565,14223,64.15,66.89,69.63
1774976760,565,14221,15.91,17.6675,18.4
1774976760,565,14215,0,0,0
1774976760,565,14211,1,1,1
1774976820,565,14223,64.31,68.782,69.9
1774976820,565,14221,15.26,15.968,18.8
1774976820,565,14215,0,0,0
1774976820,565,14211,1,1,1
1774976880,565,14223,69.9,69.9,69.9
1774976880,565,14221,15.26,15.26,15.26
1774976880,565,14215,0,0,0
1774976880,565,14211,1,1,1
1774976940,565,14223,64.03,65.6175,69.9
1774976940,565,14221,15.26,16.2225,17.73
1774976940,565,14215,0,0,0
1774976940,565,14211,1,1,1
1774977000,565,14223,68.69,68.9075,69.56
1774977000,565,14221,18.75,18.7575,18.76
1774977000,565,14215,0,0,0
1774977000,565,14211,1,1,1
1774977060,565,14223,69.56,69.995,71.3
1774977060,565,14221,18.75,18.9275,19.46
1774977060,565,14215,0,0,0
1774977060,565,14211,1,1,1
1774977120,565,14223,70.78,71.04,71.3
1774977120,565,14221,17.35,18.405,19.46
1774977120,565,14215,0,0,0
1774977120,565,14211,1,1,1
1774977180,565,14223,0,0,0
1774977180,565,14221,0,0,0
1774977180,565,14215,0,0,0
1774977180,565,14211,1,1,1
1774977240,565,14223,0,0,0
1774977240,565,14221,0,0,0
1774977240,565,14215,0,0,0
1774977240,565,14211,1,1,1
1774977300,565,14223,69.92,70.4025,70.78
1774977300,565,14221,15.37,16.6025,17.9
1774977300,565,14215,0,0,0
1774977300,565,14211,1,1,1
1774977360,565,14223,70.42,71.26,71.54
1774977360,565,14221,13.81,14.6125,14.88
1774977360,565,14215,0,0,0
1774977360,565,14211,1,1,1
1774977420,565,14223,64.08,67.81,71.54
1774977420,565,14221,13.5,14.355,14.88
1774977420,565,14215,0,0,0
1774977420,565,14211,1,1,1
1774977480,565,14223,64.25,64.25,64.25
1774977480,565,14221,13.26,14.265,15.34
1774977480,565,14215,0,0,0
1774977480,565,14211,1,1,1
1774977540,565,14223,64.73,64.87,65.01
1774977540,565,14221,13.94,15.3375,16.59
1774977540,565,14215,0,0,0
1774977540,565,14211,1,1,1
1774977600,565,14223,65.01,65.1,65.19
1774977600,565,14221,12.34,12.9025,13.24
1774977600,565,14215,0,0,0
1774977600,565,14211,1,1,1
1774977660,565,14223,65.53,65.53,65.53
1774977660,565,14221,13.99,14.88,15.45
1774977660,565,14215,0,0,0
1774977660,565,14211,1,1,1
1774977720,565,14223,74.65,75.355,76.3
1774977720,565,14221,12.14,14.0625,16.14
1774977720,565,14215,0,0,0
1774977720,565,14211,1,1,1
1774977780,565,14223,65.53,68.75,76.29
1774977780,565,14221,11.26,13.4275,16.96
1774977780,565,14215,0,0,0
1774977780,565,14211,1,1,1
1774977840,565,14223,73.37,73.7025,74.7
1774977840,565,14221,16.11,16.7475,16.96
1774977840,565,14215,0,0,0
1774977840,565,14211,1,1,1
1774977900,565,14223,74.37,75.2475,75.88
1774977900,565,14221,11.85,13.295,14.73
1774977900,565,14215,0,0,0
1774977900,565,14211,1,1,1
1774977960,565,14223,67.53,73.4325,75.4
1774977960,565,14221,15.28,15.28,15.28
1774977960,565,14215,0,0,0
1774977960,565,14211,1,1,1
1774978020,565,14223,67.89,71.7475,75.75
1774978020,565,14221,12.32,15.3575,17.04
1774978020,565,14215,0,0,0
1774978020,565,14211,1,1,1
1774978080,565,14223,67.89,69.895,74.87
1774978080,565,14221,16.19,17.26,19.06
1774978080,565,14215,0,0,0
1774978080,565,14211,1,1,1
1774978140,565,14223,74.06,74.6675,74.87
1774978140,565,14221,16.19,16.2175,16.3
1774978140,565,14215,0,0,0
1774978140,565,14211,1,1,1
1774978200,565,14223,73.55,74.795,75.57
1774978200,565,14221,13.35,14.1425,15.07
1774978200,565,14215,0,0,0
1774978200,565,14211,1,1,1
1774978260,565,14223,69.86,71.5025,75.67
1774978260,565,14221,15.93,18.055,19.53
1774978260,565,14215,0,0,0
1774978260,565,14211,1,1,1
1774978320,565,14223,75.67,75.97,76.87
1774978320,565,14221,19.53,19.53,19.53
1774978320,565,14215,0,0,0
1774978320,565,14211,1,1,1
1774978380,565,14223,70.62,70.6933,70.73
1774978380,565,14221,17.17,19.3633,20.64
1774978380,565,14215,0,0,0
1774978380,565,14211,1,1,1
1774978440,565,14223,70.84,70.84,70.84
1774978440,565,14221,16.3,16.3,16.3
1774978440,565,14215,0,0,0
1774978440,565,14211,1,1,1
1774978500,565,14223,70.98,73.035,75.09
1774978500,565,14221,13.74,15.3225,17.91
1774978500,565,14215,0,0,0
1774978500,565,14211,1,1,1
1774978560,565,14223,71.2,71.935,72.18
1774978560,565,14221,13.56,14.4075,14.69
1774978560,565,14215,0,0,0
1774978560,565,14211,1,1,1
1774978620,565,14223,72.18,72.4,72.77
1774978620,565,14221,13.93,14.4725,14.69
1774978620,565,14215,0,0,0
1774978620,565,14211,1,1,1
1774978680,565,14223,72.77,72.77,72.77
1774978680,565,14221,14.58,14.58,14.58
1774978680,565,14215,0,0,0
1774978680,565,14211,1,1,1
1774978740,565,14223,72.67,72.67,72.67
1774978740,565,14221,13.69,13.69,13.69
1774978740,565,14215,0,0,0
1774978740,565,14211,1,1,1
1774978800,565,14223,71.54,73.2775,74.42
1774978800,565,14221,17.09,17.5,17.97
1774978800,565,14215,0,0,0
1774978800,565,14211,1,1,1
1774978860,565,14223,74.42,74.42,74.42
1774978860,565,14221,17.75,17.75,17.75
1774978860,565,14215,0,0,0
1774978860,565,14211,1,1,1
1774978920,565,14223,74.41,74.41,74.41
1774978920,565,14221,14.69,14.69,14.69
1774978920,565,14215,0,0,0
1774978920,565,14211,1,1,1
1774978980,565,14223,71.54,71.9125,72.42
1774978980,565,14221,14.53,16.7325,18.91
1774978980,565,14215,0,0,0
1774978980,565,14211,1,1,1
1774979040,565,14223,72.42,73.404,74.06
1774979040,565,14221,15.17,16.722,19.79
1774979040,565,14215,0,0,0
1774979040,565,14211,1,1,1
1774979100,565,14223,74.06,74.06,74.06
1774979100,565,14221,15.17,15.17,15.17
1774979100,565,14215,0,0,0
1774979100,565,14211,1,1,1
1774979160,565,14223,73.29,73.8675,74.06
1774979160,565,14221,13.44,14.07,15.96
1774979160,565,14215,0,0,0
1774979160,565,14211,1,1,1
1774979220,565,14223,72.85,73.135,73.23
1774979220,565,14221,12.67,13.5575,15.75
1774979220,565,14215,0,0,0
1774979220,565,14211,1,1,1
1774979280,565,14223,73.23,73.4775,73.56
1774979280,565,14221,14.29,15.8175,17.39
1774979280,565,14215,0,0,0
1774979280,565,14211,1,1,1
1774979340,565,14223,70.54,71.785,73.56
1774979340,565,14221,10.17,13.3225,18.07
1774979340,565,14215,0,0,0
1774979340,565,14211,1,1,1
1774979400,565,14223,70.54,71.4967,73.41
1774979400,565,14221,13.47,13.83,14.01
1774979400,565,14215,0,0,0
1774979400,565,14211,1,1,1
1774979460,565,14223,73.41,73.41,73.41
1774979460,565,14221,13.03,13.03,13.03
1774979460,565,14215,0,0,0
1774979460,565,14211,1,1,1
1774979520,565,14223,73.15,73.15,73.15
1774979520,565,14221,13.46,13.46,13.46
1774979520,565,14215,0,0,0
1774979520,565,14211,1,1,1
1774979580,565,14223,71.74,72.854,73.37
1774979580,565,14221,13.33,13.764,14.06
1774979580,565,14215,0,0,0
1774979580,565,14211,1,1,1
1774979640,565,14223,71.74,71.74,71.74
1774979640,565,14221,12.12,12.9267,13.33
1774979640,565,14215,0,0,0
1774979640,565,14211,1,1,1
1774979700,565,14223,73.37,73.37,73.37
1774979700,565,14221,13.38,13.38,13.38
1774979700,565,14215,0,0,0
1774979700,565,14211,1,1,1
1774979760,565,14223,73.42,73.445,73.47
1774979760,565,14221,13,13.22,13.51
1774979760,565,14215,0,0,0
1774979760,565,14211,1,1,1
1774979820,565,14223,68.39,69.6475,73.42
1774979820,565,14221,12.86,13.0975,13.81
1774979820,565,14215,0,0,0
1774979820,565,14211,1,1,1
1774979880,565,14223,73.41,73.485,73.51
1774979880,565,14221,10.25,12.815,14.3
1774979880,565,14215,0,0,0
1774979880,565,14211,1,1,1
1774979940,565,14223,71.15,71.765,73.61
1774979940,565,14221,13.36,14.065,14.3
1774979940,565,14215,0,0,0
1774979940,565,14211,1,1,1
1774980000,565,14223,73.65,73.6725,73.69
1774980000,565,14221,12.18,12.7425,13.3
1774980000,565,14215,0,0,0
1774980000,565,14211,1,1,1
1774980060,565,14223,70.9,71.83,73.69
1774980060,565,14221,13.09,13.1533,13.28
1774980060,565,14215,0,0,0
1774980060,565,14211,1,1,1
1774980120,565,14223,70.9,72.935,73.63
1774980120,565,14221,11.3,13.135,14.32
1774980120,565,14215,0,0,0
1774980120,565,14211,1,1,1
1774980180,565,14223,73.27,73.31,73.39
1774980180,565,14221,13.11,13.5675,14.42
1774980180,565,14215,0,0,0
1774980180,565,14211,1,1,1
1774980240,565,14223,73.29,73.3675,73.44
1774980240,565,14221,13.16,14.09,15.59
1774980240,565,14215,0,0,0
1774980240,565,14211,1,1,1
1774980300,565,14223,73.12,73.12,73.12
1774980300,565,14221,12.66,13.915,16.23
1774980300,565,14215,0,0,0
1774980300,565,14211,1,1,1
1774980360,565,14223,73.11,73.18,73.24
1774980360,565,14221,12.58,13.575,16.32
1774980360,565,14215,0,0,0
1774980360,565,14211,1,1,1
1774980420,565,14223,73.24,73.2725,73.29
1774980420,565,14221,11.2,12.1675,12.81
1774980420,565,14215,0,0,0
1774980420,565,14211,1,1,1
1774980480,565,14223,72.91,72.91,72.91
1774980480,565,14221,12.38,12.38,12.38
1774980480,565,14215,0,0,0
1774980480,565,14211,1,1,1
1774980540,565,14223,72.64,72.82,72.91
1774980540,565,14221,12.38,13.44,15.56
1774980540,565,14215,0,0,0
1774980540,565,14211,1,1,1
1774980600,565,14223,71.95,72.1275,72.66
1774980600,565,14221,15.56,15.755,16.34
1774980600,565,14215,0,0,0
1774980600,565,14211,1,1,1
1774980660,565,14223,71.93,72.7325,73.29
1774980660,565,14221,13.57,16.6125,20
1774980660,565,14215,0,0,0
1774980660,565,14211,1,1,1
1774980720,565,14223,73.29,73.478,73.6
1774980720,565,14221,13.42,16.028,17.84
1774980720,565,14215,0,0,0
1774980720,565,14211,1,1,1
1774980780,565,14223,71.13,72.6167,73.36
1774980780,565,14221,18.45,19.6533,20.61
1774980780,565,14215,0,0,0
1774980780,565,14211,1,1,1
1774980840,565,14223,71.13,71.13,71.13
1774980840,565,14221,15.6,19.845,22.56
1774980840,565,14215,0,0,0
1774980840,565,14211,1,1,1
1774980900,565,14223,71.64,73.1025,73.97
1774980900,565,14221,11.78,13.17,15.13
1774980900,565,14215,0,0,0
1774980900,565,14211,1,1,1
1774980960,565,14223,73.97,74.01,74.09
